word1,word2,semantic_distance
azbeszt,majszter,1.0738590955734253
azbeszt,makett,0.8524390459060669
azbeszt,malter,0.7453280687332153
azbeszt,maszek,1.0421955585479736
azbeszt,matek,1.1301219463348389
azbeszt,mater,0.9297468066215515
azbeszt,modell,0.993730366230011
azbeszt,modem,1.0099787712097168
azbeszt,modern,0.9889346957206726
azbeszt,moped,0.9122610688209534
azbeszt,motel,0.9349005222320557
azbeszt,muter,0.9611878395080566
azbeszt,mutter,0.9691720008850098
azbeszt,mágnes,0.8142873644828796
azbeszt,nonszensz,1.0374970436096191
azbeszt,notesz,0.9701053500175476
azbeszt,okker,0.692638635635376
azbeszt,omlett,0.7720946073532104
azbeszt,pajesz,0.8890585899353027
azbeszt,pakett,0.9569035768508911
azbeszt,pamflet,0.9656254649162292
azbeszt,panel,0.8895690441131592
azbeszt,parkett,0.9759940505027771
azbeszt,parszek,0.9403606057167053
azbeszt,partner,1.062048077583313
azbeszt,pasztell,0.7663763165473938
azbeszt,plakett,0.8657693862915039
azbeszt,pollen,0.5468224287033081
azbeszt,poszter,0.9381476640701294
azbeszt,prakker,0.9866347908973694
azbeszt,projekt,0.9572170972824097
azbeszt,puffer,0.7007476091384888
azbeszt,pátens,0.9000864624977112
azbeszt,páter,1.1426727771759033
azbeszt,póker,1.0378509759902954
azbeszt,púder,0.7640331983566284
azbeszt,raszter,0.8425436615943909
azbeszt,rocker,1.0285301208496094
azbeszt,roller,0.8513340353965759
azbeszt,rubel,0.9554470181465149
azbeszt,rulett,1.0024868249893188
azbeszt,sakter,0.9336207509040833
azbeszt,saller,0.9973520636558533
azbeszt,samesz,0.9697673916816711
azbeszt,skanzen,0.9775450229644775
azbeszt,sláger,0.9413955807685852
azbeszt,sparherd,0.8254435658454895
azbeszt,srapnel,0.8699294328689575
azbeszt,stukker,1.0619817972183228
azbeszt,subler,0.8355801701545715
azbeszt,sumer,0.9309507012367249
azbeszt,suszter,1.0357574224472046
azbeszt,szkander,1.082729458808899
azbeszt,szlogen,1.0249532461166382
azbeszt,szoftver,0.8981757164001465
azbeszt,szonett,0.9941491484642029
azbeszt,szovjet,0.9606158137321472
azbeszt,szubrett,1.0199339389801025
azbeszt,sábesz,0.9301944375038147
azbeszt,sóder,0.6364703178405762
azbeszt,sólet,0.839102029800415
azbeszt,tandem,1.051306128501892
azbeszt,token,0.9316847920417786
azbeszt,totem,0.9019321203231812
azbeszt,transzfer,0.8733389377593994
azbeszt,traverz,0.9878156781196594
azbeszt,tróger,1.0760563611984253
azbeszt,valcer,0.9966233968734741
azbeszt,vamzer,0.9766144156455994
azbeszt,vátesz,1.0757622718811035
azbeszt,zsakett,0.8608418703079224
azbeszt,zsorzsett,0.8228809237480164
azbeszt,zsáner,0.9898351430892944
azbeszt,ágens,0.9228795170783997
azbeszt,ájer,0.8299664258956909
azbeszt,ámen,1.0996851921081543
azbeszt,ómen,1.0467551946640015
bagett,bagger,0.9462315440177917
bagett,bakter,0.9277210235595703
bagett,balek,1.0113465785980225
bagett,balett,0.9418119788169861
bagett,bankett,0.902972936630249
bagett,barrel,0.8748449087142944
bagett,barter,0.876680850982666
bagett,bojler,0.9488768577575684
bagett,bovden,0.9594829082489014
bagett,brojler,0.8572136759757996
bagett,bróker,0.9648094177246094
bagett,bukfenc,0.9589968919754028
bagett,bunker,0.9559532999992371
bagett,burleszk,0.8322845101356506
bagett,charter,0.9287338256835938
bagett,codec,0.8717979192733765
bagett,docens,1.0068836212158203
bagett,dodzsem,0.8735891580581665
bagett,doppler,0.9959582090377808
bagett,drukker,0.971062421798706
bagett,duett,0.8442214131355286
bagett,dzsungel,0.9338322281837463
bagett,dózer,1.004502773284912
bagett,falzett,0.8261243104934692
bagett,farmer,0.8512895703315735
bagett,fater,0.9401012659072876
bagett,flanel,0.7728914022445679
bagett,flaszter,0.9458324313163757
bagett,flóbert,0.8631939888000488
bagett,fotel,0.8138881921768188
bagett,fráter,0.9249880909919739
bagett,fuser,0.9209097623825073
bagett,gatyesz,0.7868565917015076
bagett,gukker,0.9180597066879272
bagett,gólem,1.0010509490966797
bagett,hardver,0.9223371148109436
bagett,haver,0.946096658706665
bagett,hotel,0.8786799907684326
bagett,jampec,0.8937714099884033
bagett,junker,0.8701326847076416
bagett,kadet,1.0126794576644897
bagett,kampec,0.950731098651886
bagett,karcer,0.8158287405967712
bagett,kartell,0.9413323402404785
bagett,karter,0.887060284614563
bagett,klapec,0.8144686222076416
bagett,klaszter,0.933110237121582
bagett,klozet,0.9602620005607605
bagett,koffer,0.8453342318534851
bagett,kolesz,0.9535080790519714
bagett,koncert,0.9358423352241516
bagett,konszern,0.8709267377853394
bagett,konzerv,0.7658487558364868
bagett,kopek,0.8590394258499146
bagett,korner,0.9130851030349731
bagett,kornett,0.845915675163269
bagett,korrekt,0.9545626044273376
bagett,korvett,0.8558347225189209
bagett,krapek,0.9407578706741333
bagett,krokett,0.7167403697967529
bagett,kráter,0.8977780938148499
bagett,kukker,0.8862828612327576
bagett,kupec,0.9758754968643188
bagett,kábel,0.8497883081436157
bagett,káder,0.9717764854431152
bagett,kódex,0.9016509056091309
bagett,kókler,0.9703653454780579
bagett,kóter,0.9505414366722107
bagett,lasztex,0.8726433515548706
bagett,latex,0.7501595616340637
bagett,luesz,0.9123632311820984
bagett,lumen,0.9279654622077942
bagett,lumpen,0.9947904944419861
bagett,láger,0.9685693979263306
bagett,lóden,0.7998431921005249
bagett,macesz,0.7816211581230164
bagett,macher,0.9377061724662781
bagett,majszter,0.9520500898361206
bagett,makett,0.8283814787864685
bagett,malter,0.9288761615753174
bagett,maszek,1.0267292261123657
bagett,matek,0.9881558418273926
bagett,mater,0.9057403206825256
bagett,modell,0.8379342555999756
bagett,modem,0.8720805048942566
bagett,modern,0.923845112323761
bagett,moped,0.9406270980834961
bagett,motel,0.9347855448722839
bagett,muter,0.9056066870689392
bagett,mutter,0.9052311182022095
bagett,mágnes,0.9332189559936523
bagett,nonszensz,1.0119348764419556
bagett,notesz,0.8071053624153137
bagett,okker,0.7853035926818848
bagett,omlett,0.7072727084159851
bagett,pajesz,0.8782142400741577
bagett,pakett,0.9146027565002441
bagett,pamflet,0.882658839225769
bagett,panel,0.9174495935440063
bagett,parkett,0.8965096473693848
bagett,parszek,0.8321632742881775
bagett,partner,0.9320123791694641
bagett,pasztell,0.7785266041755676
bagett,plakett,0.8353162407875061
bagett,pollen,0.9632102847099304
bagett,poszter,0.7978135347366333
bagett,prakker,0.8708846569061279
bagett,projekt,0.918746292591095
bagett,puffer,0.9085361361503601
bagett,pátens,0.8864397406578064
bagett,páter,0.9732754230499268
bagett,póker,0.9012826085090637
bagett,púder,0.7209070920944214
bagett,raszter,0.8931356072425842
bagett,rocker,0.8753237724304199
bagett,roller,0.8587222099304199
bagett,rubel,0.9299502968788147
bagett,rulett,0.8359850645065308
bagett,sakter,0.7903680205345154
bagett,saller,0.8787680268287659
bagett,samesz,0.9495144486427307
bagett,skanzen,0.8943626284599304
bagett,sláger,0.8146302103996277
bagett,sparherd,0.7941072583198547
bagett,srapnel,0.8773850202560425
bagett,stukker,0.865856409072876
bagett,subler,0.8474316596984863
bagett,sumer,0.9429328441619873
bagett,suszter,0.9532994031906128
bagett,szkander,0.934298038482666
bagett,szlogen,0.9218236207962036
bagett,szoftver,0.8820687532424927
bagett,szonett,0.8072789907455444
bagett,szovjet,1.0292264223098755
bagett,szubrett,0.8396993279457092
bagett,sábesz,0.8756154775619507
bagett,sóder,0.863601803779602
bagett,sólet,0.7247952222824097
bagett,tandem,0.8691549897193909
bagett,token,0.8658149838447571
bagett,totem,0.8699096441268921
bagett,transzfer,0.9220961928367615
bagett,traverz,0.9105615019798279
bagett,tróger,0.9706621170043945
bagett,valcer,0.7969579696655273
bagett,vamzer,0.9512643218040466
bagett,vátesz,0.9566670656204224
bagett,zsakett,0.7270137071609497
bagett,zsorzsett,0.7881326675415039
bagett,zsáner,0.850769579410553
bagett,ágens,0.982506513595581
bagett,ájer,0.965177595615387
bagett,ámen,0.9761707186698914
bagett,ómen,0.9942830801010132
bagger,bakter,0.96429842710495
bagger,balek,0.931915819644928
bagger,balett,0.9309682250022888
bagger,bankett,0.9730483889579773
bagger,barrel,0.8624690771102905
bagger,barter,0.9543161392211914
bagger,bojler,0.9547075033187866
bagger,bovden,0.9366227388381958
bagger,brojler,0.9333190321922302
bagger,bróker,1.0416123867034912
bagger,bukfenc,0.8813512325286865
bagger,bunker,0.9245525002479553
bagger,burleszk,0.8793689012527466
bagger,charter,0.9753143191337585
bagger,codec,0.8550829291343689
bagger,docens,1.0587031841278076
bagger,dodzsem,0.913314700126648
bagger,doppler,0.9227549433708191
bagger,drukker,1.0117616653442383
bagger,duett,0.9084407687187195
bagger,dzsungel,0.9127477407455444
bagger,dózer,0.9187179207801819
bagger,falzett,0.9218536019325256
bagger,farmer,0.9119982719421387
bagger,fater,0.902985692024231
bagger,flanel,0.8810907602310181
bagger,flaszter,0.8094512820243835
bagger,flóbert,0.9817209243774414
bagger,fotel,0.9114202260971069
bagger,fráter,0.9718811511993408
bagger,fuser,0.8667601346969604
bagger,gatyesz,0.8689196109771729
bagger,gukker,0.8926991820335388
bagger,gólem,0.9314345717430115
bagger,hardver,1.007993221282959
bagger,haver,0.8454553484916687
bagger,hotel,1.0278078317642212
bagger,jampec,0.9318269491195679
bagger,junker,1.002134084701538
bagger,kadet,1.0657310485839844
bagger,kampec,0.8690177798271179
bagger,karcer,0.8610963821411133
bagger,kartell,1.0179662704467773
bagger,karter,0.8814725875854492
bagger,klapec,0.9506042003631592
bagger,klaszter,0.9750105142593384
bagger,klozet,0.8176352977752686
bagger,koffer,0.8894346356391907
bagger,kolesz,0.9254969954490662
bagger,koncert,0.9368388056755066
bagger,konszern,1.0249440670013428
bagger,konzerv,0.8392636179924011
bagger,kopek,0.8964474201202393
bagger,korner,0.8056092262268066
bagger,kornett,0.9079115986824036
bagger,korrekt,1.0306274890899658
bagger,korvett,0.9814711213111877
bagger,krapek,0.9267075657844543
bagger,krokett,0.8674776554107666
bagger,kráter,0.9276138544082642
bagger,kukker,0.9294170141220093
bagger,kupec,0.927441418170929
bagger,kábel,1.031643271446228
bagger,káder,0.9958543181419373
bagger,kódex,1.0740675926208496
bagger,kókler,0.9623229503631592
bagger,kóter,0.8543474674224854
bagger,lasztex,0.8669726252555847
bagger,latex,0.8961789011955261
bagger,luesz,0.8845329284667969
bagger,lumen,0.9196987152099609
bagger,lumpen,0.9311826229095459
bagger,láger,1.036910057067871
bagger,lóden,0.9120860695838928
bagger,macesz,0.8986541032791138
bagger,macher,1.0136438608169556
bagger,majszter,0.881212592124939
bagger,makett,0.8978369235992432
bagger,malter,0.8870101571083069
bagger,maszek,0.9126486778259277
bagger,matek,0.9498134255409241
bagger,mater,0.9351004958152771
bagger,modell,1.0495634078979492
bagger,modem,1.048627257347107
bagger,modern,0.9835532307624817
bagger,moped,0.9808956980705261
bagger,motel,0.947789192199707
bagger,muter,0.880204439163208
bagger,mutter,0.9067672491073608
bagger,mágnes,0.9859105944633484
bagger,nonszensz,0.9703323245048523
bagger,notesz,0.864223837852478
bagger,okker,0.8415663242340088
bagger,omlett,0.8514728546142578
bagger,pajesz,0.9358366131782532
bagger,pakett,0.9822605848312378
bagger,pamflet,1.0007195472717285
bagger,panel,0.9591601490974426
bagger,parkett,0.9394579529762268
bagger,parszek,0.9150838851928711
bagger,partner,1.0732641220092773
bagger,pasztell,0.9158804416656494
bagger,plakett,0.9918638467788696
bagger,pollen,0.8605263233184814
bagger,poszter,0.9290186166763306
bagger,prakker,0.998036801815033
bagger,projekt,0.9850994944572449
bagger,puffer,0.9108131527900696
bagger,pátens,1.0563822984695435
bagger,páter,1.033282995223999
bagger,póker,0.9089792966842651
bagger,púder,0.9105162024497986
bagger,raszter,0.9297013282775879
bagger,rocker,0.9286015629768372
bagger,roller,0.9237561821937561
bagger,rubel,0.9367864727973938
bagger,rulett,0.9221325516700745
bagger,sakter,0.9649699926376343
bagger,saller,0.8913536667823792
bagger,samesz,0.9208383560180664
bagger,skanzen,0.9378291964530945
bagger,sláger,0.9244049191474915
bagger,sparherd,0.9042402505874634
bagger,srapnel,0.9518358707427979
bagger,stukker,0.9098044037818909
bagger,subler,0.8451414108276367
bagger,sumer,0.9214470386505127
bagger,suszter,0.9823410511016846
bagger,szkander,0.9371625185012817
bagger,szlogen,0.9956963658332825
bagger,szoftver,0.9832037687301636
bagger,szonett,0.9650314450263977
bagger,szovjet,0.990764319896698
bagger,szubrett,0.9300552010536194
bagger,sábesz,0.9960920214653015
bagger,sóder,0.8814858794212341
bagger,sólet,0.8917578458786011
bagger,tandem,0.9457264542579651
bagger,token,0.9499661326408386
bagger,totem,0.9486069679260254
bagger,transzfer,1.0119102001190186
bagger,traverz,0.8361413478851318
bagger,tróger,0.9004693627357483
bagger,valcer,0.9155039191246033
bagger,vamzer,0.9421836733818054
bagger,vátesz,1.0222376585006714
bagger,zsakett,0.8899194598197937
bagger,zsorzsett,0.8671355247497559
bagger,zsáner,0.9434323310852051
bagger,ágens,1.031187653541565
bagger,ájer,0.838266134262085
bagger,ámen,1.0092835426330566
bagger,ómen,1.0240933895111084
bakter,balek,0.7517160177230835
bakter,balett,0.9429453015327454
bakter,bankett,0.8529049754142761
bakter,barrel,1.0397415161132812
bakter,barter,1.0327446460723877
bakter,bojler,0.7798359394073486
bakter,bovden,0.8536183834075928
bakter,brojler,1.0037230253219604
bakter,bróker,0.8847048282623291
bakter,bukfenc,0.9202383160591125
bakter,bunker,0.6737982034683228
bakter,burleszk,0.8884734511375427
bakter,charter,0.938627302646637
bakter,codec,1.052479863166809
bakter,docens,0.9371165633201599
bakter,dodzsem,0.7239618301391602
bakter,doppler,0.9270346164703369
bakter,drukker,0.7947054505348206
bakter,duett,0.8892959952354431
bakter,dzsungel,0.7706292867660522
bakter,dózer,0.738727331161499
bakter,falzett,0.8968629240989685
bakter,farmer,0.7401492595672607
bakter,fater,0.6093693971633911
bakter,flanel,0.7640299797058105
bakter,flaszter,0.7733093500137329
bakter,flóbert,0.8330047130584717
bakter,fotel,0.6646811962127686
bakter,fráter,0.5890401601791382
bakter,fuser,0.8609800934791565
bakter,gatyesz,0.8228261470794678
bakter,gukker,0.8788730502128601
bakter,gólem,0.7798964977264404
bakter,hardver,1.0515763759613037
bakter,haver,0.6540032625198364
bakter,hotel,0.8129956126213074
bakter,jampec,0.8024313449859619
bakter,junker,0.8778986930847168
bakter,kadet,0.9809346795082092
bakter,kampec,0.8704797029495239
bakter,karcer,0.8128961324691772
bakter,kartell,1.0292681455612183
bakter,karter,0.8581976890563965
bakter,klapec,0.7918118834495544
bakter,klaszter,1.0837221145629883
bakter,klozet,0.6828134059906006
bakter,koffer,0.6511333584785461
bakter,kolesz,0.7332005500793457
bakter,koncert,0.8787262439727783
bakter,konszern,1.034376859664917
bakter,konzerv,0.8760066032409668
bakter,kopek,0.93440842628479
bakter,korner,0.947135329246521
bakter,kornett,0.8319941759109497
bakter,korrekt,1.1139651536941528
bakter,korvett,0.8539881706237793
bakter,krapek,0.6698028445243835
bakter,krokett,0.9449302554130554
bakter,kráter,0.8303435444831848
bakter,kukker,0.9129717350006104
bakter,kupec,0.5359654426574707
bakter,kábel,0.8655425310134888
bakter,káder,0.8871641159057617
bakter,kódex,0.9646726250648499
bakter,kókler,0.837378978729248
bakter,kóter,0.889959990978241
bakter,lasztex,0.94113689661026
bakter,latex,0.9285554885864258
bakter,luesz,0.9783424735069275
bakter,lumen,0.9770634174346924
bakter,lumpen,0.9317989945411682
bakter,láger,0.6724023818969727
